Country,Continent,Alcoholic_Beverages,Animal_fats,Animal_Products,Aquatic_Products_Other,Cereals_Excluding_Beer,Eggs,Fish_Seafood,Fruits_Excluding_Wine,Meat,Milk_Excluding_Butter,Miscellaneous,Offals,Oilcrops,Pulses,Spices,Starchy_Roots,Stimulants,Sugar_And_Sweeteners,Sugar_Crops,Treenuts,Vegetable_Oils,Vegetables,Vegetal_Products,Obesity,Undernourished,Confirmed,Deaths,Recovered,Active,Population,Grains,Vegetables_Sum,Fruits,Protein,Grains_25,Vegetables_Sum_25,Fruits_25,Protein_25,Total_25,Max_of_4,Min_of_4,Healthy_Or_Not,Deaths_rate,Recovered_rate,Active_rate,Total_rate
Mauritania,Africa,0.0055,0.1127,15.0193,0.0,20.4873,0.2539,1.0025,1.2991,3.3994,9.825,0.7519,0.4279,0.0799,1.0999,0.0066,1.0168,0.3677,4.3166,0.0,0.0,1.5716,3.9784,34.9779,11.3,10.4,0.011710119,0.000508175,0.000596553,0.010605391,4526000.0,27.3748,40.5279,1.3046,30.7926,22.812333333333335,25.3299375,3.2615,38.49075,89.89452083333333,p,f,0.0,4.339622850971882,5.094337640804504,90.56603950822361,100.0
Mauritius,Africa,3.0805,0.0074,9.27,0.0102,17.1855,0.591,2.1303,3.568,4.6992,1.7166,1.0545,0.1173,0.4479,0.856,0.1847,1.8348,0.1625,3.568,0.0,0.0369,2.049,6.7122,40.7175,11.5,6.5,0.026461295,0.000789889,0.025434439,0.000236967,1266000.0,24.276300000000006,49.4787,6.6485,19.5965,20.230250000000005,30.9241875,16.62125,24.495624999999997,92.2713125,v,f,1.0,2.9850731039429474,96.11940383114282,0.8955230649142455,100.00000000000001
Mexico,North America,4.4105,0.1672,15.1527,0.0201,11.4325,1.2967,0.9656,7.6794,4.3561,7.9917,0.0275,0.3552,0.1947,0.7071,0.1121,1.1644,0.0248,3.2266,0.0,0.1121,0.6856,5.0713,34.8456,28.4,3.6,0.071627547,0.007845027,0.050381981,0.013400539,126577000.0,16.974300000000003,40.6025,12.0899,30.3328,14.145250000000004,25.3765625,30.22475,37.916,107.6625625,p,g,0.0,10.952527803304502,70.3388334658452,18.708638730850296,100.0
Mongolia,Asia,3.143,0.3846,25.8904,0.0,10.1415,0.3727,0.044,1.0413,8.0929,15.856,0.5962,1.1411,0.0266,0.0366,0.0037,2.6155,0.1401,1.468,0.0,0.0137,0.555,4.3326,24.1046,19.6,13.4,0.005475681,0.0,0.001345977,0.004129703,3269000.0,14.445700000000002,28.9922,4.1842999999999995,52.377900000000004,12.038083333333335,18.120125,10.460749999999999,65.472375,106.09133333333332,p,f,0.0,0.0,24.580997322524816,75.41898441490657,99.9999817374314
Montenegro,Europe,2.2188,0.2067,22.8328,0.0014,5.0447,0.5542,0.6472,5.7297,3.3604,17.9487,0.847,0.1132,0.0865,0.2113,0.0175,1.1955,0.2605,6.0418,0.0,0.0948,0.4258,5.0001,27.1612,24.9,2.5,0.052090032,0.001446945,0.050643087,0.0,622000.0,12.9526,32.5871,7.9485,46.5116,10.793833333333334,20.3669375,19.87125,58.1395,109.17152083333333,p,g,0.0,2.77777713786008,97.22222286213993,0.0,100.00000000000001
Morocco,Africa,0.287,0.1449,8.4754,0.0,18.7029,0.4848,1.3901,7.211,2.5074,3.754,0.0079,0.1949,0.1892,0.3306,0.1185,3.4356,0.2042,2.6816,0.0,0.2549,0.8168,7.286,41.5224,25.6,3.4,0.021937786,0.000576053,0.015339871,0.006021862,35587000.0,25.9175,49.6252,7.498,16.959400000000002,21.597916666666666,31.015749999999997,18.745,21.199250000000003,92.55791666666667,v,f,1.0,2.6258483877999357,69.92442628440263,27.449725327797438,100.0
Mozambique,Africa,1.2195,0.0297,4.0111,0.0,13.1904,0.1932,1.1353,2.8312,0.9302,1.6385,0.1565,0.0852,0.1258,1.2809,0.004,22.2864,0.105,1.0649,0.0,0.2011,0.7509,2.7738,45.9864,6.0,27.9,0.000836462,6.59e-06,0.000299677,0.000530198,30366000.0,38.2585,49.511100000000006,4.0507,8.1797,31.882083333333334,30.944437500000006,10.12675,10.224625000000001,83.17789583333334,g,f,0.0,0.787842125523933,35.82673211694016,63.385784411007315,100.00035865347141
Namibia,Africa,5.4716,0.1134,9.6094,0.0053,9.9189,0.1196,1.0164,3.1266,2.6844,5.4479,0.7228,0.2207,0.0818,0.7298,0.1266,12.8231,0.0888,3.9848,0.0009,0.0114,0.9531,2.3626,40.38,15.0,27.3,0.000961924,0.0,0.000561122,0.000400802,2495000.0,27.766099999999998,43.6957,8.598199999999999,19.9399,23.138416666666664,27.309812500000003,21.495499999999996,24.924875,96.86860416666666,v,f,1.0,0.0,58.33329868056105,41.66670131943896,100.0
Nepal,Asia,0.3318,0.0312,5.4355,0.0,18.1511,0.1435,0.205,4.7443,0.9817,3.9212,0.0594,0.1536,0.0594,0.9107,0.4195,6.0521,0.0319,0.547,3.0677,0.0978,0.8209,9.277,44.5576,3.8,8.7,0.005494774,2.8e-05,0.000768989,0.004697822,28609000.0,29.337199999999996,54.6555,5.0761,10.9311,24.447666666666663,34.159687500000004,12.69025,13.663875,84.96147916666668,v,f,0.0,0.5095750980841068,13.994915896449973,85.49618237255982,100.0006733670939
Netherlands,Europe,4.3903,0.3343,24.2977,0.0111,4.9685,0.747,1.1517,4.923,4.0105,18.0051,0.0,0.0397,0.1111,0.0852,0.064,4.2639,0.2904,2.3446,0.0,0.1587,0.8485,3.2587,25.6959,23.1,2.5,0.269079896,0.03446784,0.001026824,0.233585232,17335000.0,12.286399999999999,29.8031,9.3133,48.5971,10.238666666666665,18.6269375,23.28325,60.746375,112.89522916666667,p,g,0.0,12.809518850118778,0.38160561798344084,86.80887553189778,100.0
New Zealand,Australia,5.222,0.7446,17.5777,0.017,7.7522,0.7067,1.6771,4.0202,6.8421,7.4627,0.0,0.1275,0.3296,0.2414,0.0495,3.3719,0.2374,3.8188,0.0109,0.1499,0.5364,6.6889,32.4155,32.0,2.5,0.030243314,0.000442389,0.029780816,2.01e-05,4973000.0,15.961599999999999,39.6408,9.2422,35.15539999999999,13.301333333333332,24.7755,23.1055,43.94424999999999,105.12658333333331,p,g,0.0,1.462766282822048,98.47074298802043,0.06646097051401179,99.9999702413565
Nicaragua,North America,1.7194,0.0836,13.1538,0.003,16.8052,0.549,0.6557,3.8377,3.1044,8.5527,0.6658,0.2055,0.3354,1.3618,0.006,1.9118,0.005,5.7021,0.0,0.003,0.9227,3.5808,36.8356,21.8,17.0,0.011594867,0.000534678,0.005652307,0.005407883,6546000.0,26.1303,41.3391,5.5571,26.973500000000005,21.77525,25.8369375,13.892750000000001,33.71687500000001,95.22181250000001,p,f,0.0,4.611333618574495,48.74835563012495,46.64031937580655,100.000008624506
Niger,Africa,0.0558,0.1185,7.2385,0.0,22.2843,0.0239,0.2022,2.5503,1.2702,5.4224,0.0687,0.2022,1.4804,3.4838,0.0807,1.3489,0.0349,0.3666,0.0,0.0,0.3975,10.6117,42.7585,4.7,16.5,0.004109648,0.000274548,0.003599159,0.00023594,23311000.0,29.0796,53.7677,2.6061,14.5466,24.233,33.604812499999994,6.51525,18.18325,82.5363125,v,f,0.0,6.680572156058136,87.57827921028762,5.741124300670034,99.99997566701579
Nigeria,Africa,4.0037,0.0151,1.7391,0.0,10.922,0.1976,0.7239,4.4268,0.5675,0.173,0.0437,0.0627,0.4763,0.8311,0.1715,19.5271,0.0064,0.6501,0.0,0.0841,0.8573,6.2627,48.2585,7.8,13.4,0.005056627,0.000142812,0.001496288,0.003417528,200964000.0,32.6686,55.378499999999995,8.4305,3.5225999999999997,27.22383333333333,34.6115625,21.07625,4.40325,87.31489583333332,v,p,0.0,2.8242541915786945,29.59063423107933,67.58513135337053,100.00001977602855
North Macedonia,Europe,1.9045,0.3784,12.0639,0.0,7.3937,0.2847,0.3507,5.0893,2.0683,8.8045,0.2959,0.1773,0.3253,0.2847,0.1288,3.6779,0.2474,2.9104,0.0,0.1796,0.9505,14.5512,37.933,23.9,3.2,0.107122233,0.006400385,0.074687199,0.026034649,2078000.0,15.147800000000004,53.4347,6.9938,24.4237,12.623166666666668,33.3966875,17.4845,30.529625,94.03397916666667,v,g,0.0,5.974842776102324,69.72147322582418,24.303683998073492,100.0
Norway,Europe,3.7939,0.6119,21.1992,0.0005,5.9777,0.6194,2.7466,4.2801,3.6083,13.5227,3.6634,0.0893,0.3113,0.3204,0.0235,2.8097,0.4819,2.2652,0.0,0.099,0.8697,3.9131,28.7933,25.0,2.5,0.157904584,0.004415341,0.144565014,0.008924228,5345000.0,12.2887,33.5761,8.074,46.0613,10.240583333333333,20.985062499999998,20.185,57.57662500000001,108.98727083333334,p,g,0.0,2.7962082468739475,91.55213252073797,5.651658599094248,99.99999936670616
Oman,Asia,0.2621,0.0571,13.5101,0.0,9.6835,0.5741,2.0105,9.787,3.0531,7.6265,0.0423,0.1888,0.1338,0.2776,0.2297,1.6984,0.1395,2.5903,0.0077,0.0521,0.6995,10.8902,36.486,22.9,6.8,0.243599574,0.001043663,0.057124601,0.18543131,4695000.0,14.8126,48.0757,10.049100000000001,27.0625,12.343833333333333,30.0473125,25.122750000000003,33.828125,101.34202083333334,p,g,0.0,0.4284338362595002,23.450205623101787,76.1213605406387,100.0
Pakistan,Asia,0.0085,0.0969,22.2758,0.0011,14.6224,0.3577,0.1831,2.4099,1.7957,19.6466,0.0117,0.1969,0.3577,0.6993,0.1618,1.8202,0.5258,2.6707,1.7915,0.0852,0.3417,2.2173,27.7226,7.8,20.3,0.032090135,0.000684783,0.011669014,0.019736338,216565000.0,22.7346,30.2816,2.4184,44.5655,18.945500000000003,18.926000000000002,6.046,55.706875,99.624375,p,f,0.0,2.133936176959056,36.36324371960417,61.502820103436775,100.0
Panama,North America,6.6254,0.2467,12.3346,0.0031,14.2627,0.4604,1.005,6.6783,4.98,5.353,0.7431,0.2873,0.4589,0.4129,0.0153,1.3758,0.1195,4.2277,0.0,0.036,0.7645,1.948,37.6619,22.5,10.0,0.319104053,0.007963973,0.225503674,0.085636407,4219000.0,20.9088,40.3744,13.3037,25.4132,17.424,25.234,33.259249999999994,31.766499999999997,107.68374999999999,f,g,1.0,2.4957291908793144,70.66775613783884,26.83651498465925,100.0000003133774
Paraguay,South America,3.9095,0.2191,11.2654,0.0,7.5639,0.9035,0.3119,5.4532,4.0434,5.3208,0.1788,0.4675,0.2745,0.6185,0.0082,12.5302,1.0112,2.4084,0.0,0.0015,1.0733,3.7113,38.726,19.0,10.7,0.013778647,0.000153717,0.006665735,0.006959195,7156000.0,24.4164,43.5106,9.3627,22.710399999999996,20.346999999999998,27.194124999999996,23.406750000000002,28.387999999999998,99.33587499999999,p,g,1.0,1.1156175203559537,48.37728261708134,50.5070998625627,100.0
Peru,South America,3.8623,0.0316,8.6638,0.0014,11.814,0.6431,1.7993,8.5783,1.754,4.0729,0.0719,0.3629,0.2458,0.6367,0.0172,8.7924,0.2501,1.7339,0.0,0.023,0.5066,4.8044,41.3344,19.1,9.7,0.517529341,0.014178283,0.211472263,0.291878796,31781000.0,23.513099999999998,46.6454,12.4406,17.4009,19.59425,29.153375000000004,31.101499999999998,21.751125,101.60025,f,g,1.0,2.7396095016765436,40.86188864024233,56.39850205130688,100.00000019322574
Philippines,Asia,1.9716,0.3074,6.7108,0.0,20.0498,0.3527,2.4506,8.5466,3.2257,0.1045,0.1925,0.2717,0.5425,0.1106,0.034,2.8773,0.5399,2.3774,0.0,0.1838,0.4119,5.4481,43.2905,6.0,13.3,0.016728174,0.000885152,0.003615528,0.012227494,108117000.0,26.715300000000006,49.1505,10.5182,13.6159,22.262750000000008,30.7190625,26.2955,17.019875000000003,96.2971875,v,p,1.0,5.291384463121917,21.613405025557483,73.0952105113206,100.0
Poland,Europe,6.8201,0.9842,16.559,0.0,7.9033,0.3702,0.5845,3.0079,4.85,9.7542,0.0,0.017,0.0798,0.1099,0.0202,5.5631,0.1509,2.4775,0.0,0.0476,0.3959,6.8655,33.439,25.6,2.5,0.061942708,0.002770833,0.029351563,0.029820313,38400000.0,16.3523,40.7004,9.828,33.11910000000001,13.626916666666666,25.437750000000005,24.569999999999997,41.39887500000001,105.03354166666668,p,g,0.0,4.47321902684655,47.38501745839074,48.14176512915774,100.00000161439503
Portugal,Europe,4.7147,0.4077,18.6614,0.0005,6.2984,0.4053,2.7295,6.5126,4.5168,10.3936,0.1393,0.2079,0.0965,0.1618,0.0173,3.106,0.2684,1.7316,0.0,0.2319,0.7246,7.3366,31.3374,23.2,2.5,0.316486513,0.013730646,0.189005745,0.113750122,10269000.0,11.9119,39.3986,11.2273,37.462,9.926583333333333,24.624125000000003,28.06825,46.82750000000001,109.44645833333334,p,g,0.0,4.338461651918798,59.719999821919735,35.94153852616145,99.99999999999999
Republic of Moldova,Europe,3.8296,0.4339,16.5343,0.0,11.6462,0.6795,0.991,3.4256,3.2622,10.9992,0.5083,0.1694,0.0616,0.0642,0.0068,3.9066,0.083,2.6632,0.0,0.018,0.825,6.4285,33.464,20.1,5.086516853932585,0.232881739,0.008326277,0.129297206,0.095258256,3543000.0,18.449600000000004,40.7175,7.2552,33.5778,15.37466666666667,25.448437499999997,18.138,41.97225,100.93335416666667,p,g,0.0,3.575324126208109,55.520542982547894,40.904132891244,100.0
Romania,Europe,4.7679,0.3474,15.9287,0.0,8.0412,0.6848,0.2844,4.2115,3.0499,11.4018,0.2567,0.1594,0.0974,0.1045,0.1274,4.713,0.1398,1.4126,0.0,0.1093,0.7301,9.3641,34.0679,24.5,2.5,0.099462838,0.006538918,0.068467538,0.024456381,19361000.0,14.745199999999999,44.1621,8.9794,32.1131,12.287666666666667,27.601312500000002,22.4485,40.141375000000004,102.47885416666668,p,g,0.0,6.5742322775869315,68.83730584884377,24.58846086816867,99.99999899459937
Russian Federation,Europe,3.7425,0.2486,16.1525,0.0023,8.2803,0.9029,1.1312,3.162,4.318,9.3253,0.0118,0.2249,0.1319,0.1426,0.0118,6.3194,0.1809,4.6144,0.0,0.0118,0.8663,6.3713,33.8472,25.7,2.5,0.276589814,0.00319837,0.117141572,0.156249872,146731000.0,19.6931,41.0848,6.9045000000000005,32.317499999999995,16.410916666666665,25.678,17.26125,40.396874999999994,99.74704166666666,p,g,0.0,1.1563585635152855,42.35209182359839,56.491549612886324,100.0
Rwanda,Africa,1.3631,0.0186,2.6366,0.0,3.538,0.0269,0.5279,15.7285,0.6257,1.3521,0.0283,0.0855,0.2233,2.5036,0.0179,20.4415,0.011,0.5782,0.0,0.0,0.2109,2.7193,47.3634,4.8,36.8,0.002930229,7.92e-06,0.002027402,0.000894908,12627000.0,27.313499999999998,50.2936,17.0916,5.3016,22.761249999999997,31.4335,42.729,6.627,103.55075,f,p,0.0,0.2702860424901945,69.18919988847288,30.540548196062495,100.00003412702557
Saint Kitts and Nevis,North America,4.0867,0.1735,14.0252,0.0,6.3135,0.3868,3.4174,7.5449,7.8207,1.895,1.5442,0.3318,0.947,0.5422,0.0901,2.715,0.0749,6.4623,0.0,0.0673,1.385,4.209,35.9677,23.1,5.086516853932585,0.028301887,0.0,0.028301887,0.0,53000.0,17.2123,41.5617,11.6316,29.5946,14.343583333333331,25.9760625,29.079,36.99325,106.39189583333334,p,g,0.0,0.0,100.0,0.0,100.0
Saint Lucia,North America,7.8024,0.0252,14.8893,0.0009,7.2091,0.3326,3.0652,5.9453,8.17,2.8881,1.6054,0.4063,0.6274,0.5663,0.178,2.6427,0.0602,3.7043,0.0,0.0575,0.6103,4.1169,35.0964,19.8,5.086516853932585,0.01,0.0,0.01,0.0,180000.0,15.045499999999999,39.8236,13.747699999999998,31.383,12.537916666666666,24.88975,34.369249999999994,39.22875,111.02566666666667,p,g,0.0,0.0,100.0,0.0,100.0
Saint Vincent and the Grenadines,North America,2.526,0.022,11.0865,0.0,9.0142,0.3412,1.3785,10.471,6.9184,2.2593,1.9325,0.1672,0.1049,0.6452,0.2113,4.3734,0.2933,3.4592,0.0,0.0357,0.7227,5.1371,38.9005,23.8,5.7,0.023423423,0.0,0.013513514,0.00990991,111000.0,18.1372,44.7603,12.997,24.105600000000003,15.114333333333333,27.975187499999997,32.4925,30.132000000000005,105.71402083333334,f,g,1.0,0.0,57.692310812130245,42.30769345710061,100.00000426923086
Sao Tome and Principe,Africa,1.5187,0.022,4.1199,0.0,7.3796,0.0562,2.3033,18.2736,1.2054,0.5152,0.424,0.0187,9.9865,0.3109,0.0293,3.7154,0.0073,2.5939,0.0,0.0024,0.7805,0.857,45.8801,10.6,7.0,0.234466019,0.005825243,0.033009709,0.195631068,206000.0,24.0253,47.5176,19.792299999999997,8.6647,20.021083333333333,29.6985,49.48074999999999,10.830874999999999,110.03120833333332,f,p,0.0,2.484472174195955,14.078675085109026,83.43685316719605,100.00000042650103
Saudi Arabia,Asia,0.0,0.3917,12.9962,0.0,16.3284,0.6003,1.0369,7.0413,4.9529,5.8598,0.669,0.1547,0.1492,0.4768,0.2434,1.4542,0.205,2.8571,0.0009,0.1135,1.7626,5.7024,37.0038,35.0,7.1,0.249170027,0.001469987,0.182482904,0.065217137,34218000.0,21.8285,44.4688,7.0413,26.6615,18.190416666666664,27.793,17.60325,33.326875,96.91354166666666,p,f,1.0,0.5899533815116536,73.23629820050547,26.17374881931525,100.00000040133237
Senegal,Africa,0.3209,0.0353,5.3434,0.0,25.9204,0.1878,2.0588,2.3456,1.6081,1.2496,0.0148,0.206,0.7637,0.4712,0.0717,2.6177,0.1161,2.0941,0.0,0.1047,1.9325,7.8951,44.6423,7.4,11.3,0.022367452,0.000257732,0.011051792,0.011057928,16296000.0,32.1596,54.469899999999996,2.6665,10.7038,26.799666666666667,34.0436875,6.66625,13.379749999999998,80.88935416666666,v,f,0.0,1.1522635658277036,49.410151858155324,49.437584576016974,100.0
Serbia,Europe,4.392,0.2524,16.7466,0.0,9.7485,0.6322,0.4148,5.9753,3.5893,11.619,0.0067,0.2389,0.1322,0.1805,0.0242,2.545,0.243,2.0255,0.0007,0.1268,0.4644,7.3941,33.2476,23.5,5.7,0.164319654,0.00349892,0.096443485,0.06437725,6945000.0,15.0264,41.1061,10.3673,33.499900000000004,12.522,25.691312499999995,25.918249999999997,41.874875,106.00643749999999,p,g,0.0,2.129337492397592,58.69260472030935,39.178058395862976,100.0000006085699
Sierra Leone,Africa,0.3009,0.0067,5.6877,0.0,19.9349,0.1343,2.5044,3.2119,0.7837,2.1711,0.2504,0.0857,0.5999,0.8913,0.0638,12.4228,0.0762,0.6323,0.0,0.1,1.276,4.5526,44.3138,7.5,25.6,0.011020095,0.000588762,0.005810828,0.004620504,7813000.0,34.7212,50.1424,3.5128,11.624,28.934333333333335,31.339,8.782,14.530000000000001,83.58533333333334,v,f,0.0,5.342621819503371,52.729382096978284,41.927987009186396,99.99999092566804
Slovakia,Europe,6.1266,1.3559,18.9841,0.0,5.4026,0.939,0.7045,3.5463,4.3096,11.4696,0.029,0.2055,0.2055,0.0973,0.0421,3.6814,0.2513,5.5166,0.0,0.1118,1.438,4.5601,31.0231,22.4,3.4,0.027887789,0.000513385,0.025045838,0.002328566,5454000.0,15.3086,37.0212,9.6729,37.99720000000001,12.757166666666667,23.13825,24.18225,47.49650000000001,107.57416666666667,p,g,0.0,1.840895310847339,89.80933554825734,8.34976914089532,100.0
Slovenia,Europe,4.9933,1.1248,18.9196,0.0005,7.6345,0.5376,0.6515,6.4367,4.161,12.2569,0.6133,0.1879,0.1285,0.1106,0.0561,2.6837,0.2615,2.4915,0.0,0.1972,0.4739,5.002,31.0774,22.5,2.5,0.070545977,0.005172414,0.065038314,0.000335249,2088000.0,13.5636,36.5533,11.43,38.4531,11.302999999999999,22.8458125,28.575,48.066375,110.7901875,p,g,0.0,7.331975854555109,92.19280356695606,0.4752205784888343,100.0
South Africa,Africa,6.2658,0.0593,11.8433,0.0009,17.1035,0.594,0.5365,1.9355,5.3933,4.8155,0.0009,0.4448,0.2462,0.1546,0.0539,2.8503,0.1321,4.4677,0.0,0.0108,1.1726,3.7632,38.1554,27.0,6.2,0.055757814,0.001165211,0.028676471,0.025916132,58616000.0,25.0191,43.0912,8.2013,23.6885,20.84925,26.932000000000002,20.50325,29.610625000000002,97.89512500000001,p,f,1.0,2.0897716685951853,51.43040758376933,46.47982074763548,100.0
Spain,Europe,5.3152,0.2357,18.3382,0.0011,6.0548,0.7321,2.2646,4.8332,5.3456,9.5991,0.0,0.1605,0.265,0.2666,0.0069,3.0975,0.2229,1.8482,0.0,0.4287,1.5122,7.8139,31.6581,27.1,2.5,0.508739617,0.057627515,0.319452765,0.131659338,47073000.0,12.190599999999998,40.9842,10.148399999999999,36.6769,10.158833333333332,25.615125,25.371,45.846125,106.99108333333334,p,g,0.0,11.327506857009721,62.79297981230347,25.879513527251007,100.0000001965642
Sri Lanka,Asia,0.681,0.0147,5.5328,0.0039,20.7839,0.4178,3.0173,4.1171,0.8845,1.0948,0.0303,0.0998,7.1364,0.9608,0.5244,1.9793,0.2818,2.7209,0.0,0.135,0.2466,4.8753,44.4618,5.4,9.0,0.007457302,4.57e-05,0.003657868,0.003753767,21898000.0,34.522499999999994,49.58369999999999,4.7981,11.095899999999999,28.768749999999994,30.989812499999996,11.995249999999999,13.869874999999999,85.62368749999997,v,f,0.0,0.6128221708065463,49.05082293837637,50.336797410108915,100.00044251929182
Sudan,Africa,0.0,0.0958,13.1178,0.0,12.9192,0.1176,0.1018,7.0919,2.1133,10.4116,0.0741,0.2796,0.492,1.0631,0.0405,1.9167,0.1502,3.1231,0.7262,0.0,0.9366,8.3477,36.8813,7.4,20.1,0.011739425,0.000668021,0.003323757,0.007747647,42813000.0,20.431,46.165600000000005,7.0919,26.311600000000002,17.025833333333335,28.853500000000004,17.72975,32.889500000000005,96.49858333333333,p,g,1.0,5.6904064722079655,28.31277511462444,65.9968184131676,100.0
Suriname,South America,4.1704,0.0438,6.7984,0.0,13.9476,0.5407,1.4348,8.6872,3.6451,1.0789,1.2414,0.0576,0.6757,0.1719,0.0224,2.4553,0.0903,4.7051,0.3207,0.0155,1.3351,5.3705,43.1917,26.5,8.5,0.003820598,0.000166113,0.001495017,0.002159468,602000.0,22.4045,49.897299999999994,12.857600000000001,14.8407,18.670416666666664,31.185812499999997,32.144000000000005,18.550875,100.55110416666668,f,p,1.0,4.347827224952742,39.13044502457468,56.521727750472564,100.0
Sweden,Europe,4.4232,1.0442,24.0627,0.0,6.1923,0.7266,1.7659,3.5405,4.1476,16.3687,0.4623,0.0086,0.1712,0.0937,0.0484,2.8343,0.5533,2.5211,0.0,0.0996,0.3967,4.611,25.9282,22.1,2.5,0.364981528,0.04272798,0.048327824,0.273925724,10286000.0,12.513900000000001,30.9359,7.963699999999999,48.586600000000004,10.428250000000002,19.3349375,19.909249999999997,60.733250000000005,110.4056875,p,g,0.0,11.70688835518273,13.241169838052736,75.05194180676453,100.0
Switzerland,Europe,4.9978,0.4802,22.4227,0.0022,5.9818,0.5377,0.9109,4.6041,3.6314,16.706,0.0,0.1549,0.1124,0.0995,0.0382,2.1542,0.3727,2.9737,0.0,0.2377,1.0637,4.9478,27.5705,21.2,2.5,0.360032664,0.022398507,0.332477835,0.005156323,8572000.0,11.970199999999998,33.582,9.6019,44.846,9.975166666666665,20.98875,24.00475,56.05749999999999,111.02616666666665,p,g,0.0,6.221243025882785,92.34657525407195,1.4321819977978443,100.00000027775258
Taiwan*,Asia,2.7663,0.1577,12.1312,0.0281,10.0808,1.09,2.3182,8.3904,6.0558,2.3299,0.1874,0.1507,1.0736,0.2077,0.1023,0.8565,0.1374,2.3455,0.2826,0.4185,1.8271,9.1938,37.8684,22.294047619047618,3.5,0.001873437,2.97e-05,0.001792905,5.09e-05,23593000.0,15.504900000000001,48.8893,11.1567,24.448999999999998,12.92075,30.555812500000002,27.891750000000005,30.561249999999994,101.9295625,p,g,0.0,1.585321524022425,95.70137666759011,2.7169315007657047,100.00362969237824
Tajikistan,Asia,0.1423,0.0018,7.2363,0.0,13.3691,0.2255,0.0342,3.7863,1.5221,5.2373,0.2089,0.2144,0.1349,0.2486,0.0305,2.9278,0.0555,1.6607,0.0,0.0582,0.8419,19.2995,42.7642,12.6,5.086516853932585,0.042620106,0.000509706,0.021733001,0.020377399,9221000.0,18.485299999999995,62.9056,3.9286000000000003,14.6805,15.404416666666663,39.316,9.8215,18.350625,82.89254166666666,v,f,0.0,1.1959285131763868,50.99236731133423,47.81170417548938,100.0
Thailand,Asia,3.6223,0.0902,7.7828,0.0325,17.5571,1.1143,2.6297,8.3291,2.4675,1.3279,0.009,0.1199,1.2775,0.2344,0.6626,1.8887,0.1262,4.0424,0.0,0.0938,0.7816,3.5962,42.2145,10.8,7.8,0.004641878,8.59e-05,0.004464097,9.19e-05,66374000.0,25.882700000000003,46.5923,11.9514,15.573799999999999,21.568916666666667,29.1201875,29.878499999999995,19.467249999999996,100.03485416666665,f,p,1.0,1.850544111672043,96.17006306499223,1.979802140426784,100.00040931709106
Timor-Leste,Asia,0.4459,0.0897,5.4983,0.0,26.332,0.1025,1.0225,2.1027,4.0376,0.1307,0.8905,0.1153,0.5612,0.9098,0.05,5.5022,1.0136,2.8203,0.0,0.0013,0.6842,3.1867,44.503,2.9,24.9,0.001856148,0.0,0.001856148,0.0,1293000.0,37.190400000000004,48.3739,2.5486,11.887099999999998,30.992000000000004,30.233687500000002,6.371499999999999,14.858875,82.4560625,g,f,0.0,0.0,100.0,0.0,100.0
Togo,Africa,1.0144,0.0292,3.6702,0.0,15.8144,0.1067,1.3178,0.91,1.4133,0.7246,0.7448,0.0775,0.4718,1.7626,0.0595,20.0654,0.0843,1.8312,0.0,0.0,1.4099,2.1637,46.3287,7.1,16.1,0.005468943,0.000160851,0.00261074,0.002697352,8082000.0,40.0892,49.9023,1.9243999999999999,8.084100000000001,33.407666666666664,31.188937499999998,4.811,10.105125000000001,79.51272916666666,g,f,0.0,2.9411716304229167,47.73756098756194,49.32126738201513,99.99999999999999
Trinidad and Tobago,North America,2.4881,0.2804,12.7835,0.0,13.0903,0.4044,2.3299,4.9733,6.7063,2.8789,0.2413,0.1837,1.2016,0.8939,0.2305,3.5148,0.0899,5.62,0.0,0.0928,1.2563,3.5256,37.2145,19.7,5.5,0.008590308,0.000587372,0.007929515,7.34e-05,1362000.0,24.7338,41.9964,7.4614,25.808400000000002,20.6115,26.247750000000003,18.6535,32.2605,97.77325000000002,p,f,1.0,6.837612807363834,92.30769141222876,0.8544513188584157,99.99975553845101
Tunisia,Africa,0.7037,0.2083,9.6312,0.0,12.0523,0.4508,0.7615,5.4307,1.6411,6.4775,0.0116,0.0926,0.2031,0.4311,0.1065,1.7724,0.1979,2.0832,0.0,0.3489,1.2551,15.7731,40.3673,27.3,4.3,0.009232748,0.000411487,0.008229747,0.000591513,11665000.0,17.195400000000003,57.3955,6.134399999999999,19.2746,14.329500000000003,35.872187499999995,15.336,24.093249999999998,89.6309375,v,g,0.0,4.456820439591766,89.136484608916,6.406684120480706,99.99998916898848
Turkey,Asia,0.6474,0.1459,12.3156,0.0,9.708,0.3956,0.2582,6.8321,2.0694,9.3619,0.0101,0.0857,0.272,0.682,0.1251,2.4947,0.2002,1.7004,0.0,0.4664,1.0174,13.5284,37.6836,32.2,2.5,0.198460179,0.005495902,0.154917864,0.038046413,82607000.0,15.648800000000001,52.2294,7.4795,24.6424,13.040666666666667,32.643375,18.69875,30.802999999999997,95.18579166666666,v,g,0.0,2.7692719152490537,78.0599235476856,19.170804537065344,100.0
